_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
69b547f107de1f89d642ce61,Asia,Bachelor's,Y,N,1062,2001,Northeast,146204.36,Year,Y,Certified
69b53d27c888b997643564fb,Asia,Master's,N,N,2008,2013,Northeast,958.665,Hour,Y,Denied
69b547f107de1f89d642ebf2,Asia,Bachelor's,N,N,2785,1982,Midwest,20116.9,Year,Y,Denied
69b547f107de1f89d642cc04,Asia,Master's,N,N,4226,1997,Northeast,46557.01,Year,Y,Denied
69b547f107de1f89d642d710,Asia,Master's,Y,N,2420,1872,Northeast,86266.26,Year,Y,Certified
69b547f107de1f89d642d192,Asia,Bachelor's,Y,N,1396,2006,South,115215.06,Year,Y,Denied
69b547f107de1f89d642d226,Asia,Bachelor's,N,N,585,2013,West,1387.65,Year,Y,Denied
69b53d26c888b99764353ac1,Asia,Master's,N,N,2809,2004,Northeast,98462.89,Year,Y,Certified
69b547f107de1f89d642e5be,Asia,Bachelor's,Y,N,4176,1946,Midwest,57546.54,Year,Y,Denied
69b547f107de1f89d642ab61,Asia,Bachelor's,Y,N,543,1998,South,35287.11,Year,Y,Certified
69b547f107de1f89d642b561,Asia,Master's,Y,N,2087,2008,South,116073.68,Year,Y,Certified
69b547f107de1f89d642e56f,Asia,Bachelor's,N,N,71103,1915,South,364.1964,Hour,Y,Denied
69b53d26c888b99764352f53,Europe,Bachelor's,Y,N,3447,2005,South,12128.09,Year,Y,Denied
69b547f107de1f89d642b77e,Asia,Bachelor's,Y,N,2665,1997,West,66561.93,Year,Y,Denied
69b547f107de1f89d642fed1,North America,High School,Y,N,1504,2003,West,112713.78,Year,Y,Certified
69b547f107de1f89d642c788,Asia,Master's,N,N,1954,2007,Midwest,126049.56,Year,Y,Certified
69b547f107de1f89d642c161,Asia,High School,N,N,3846,1992,Midwest,91884.68,Week,Y,Denied
69b53d26c888b99764354e00,Asia,Bachelor's,Y,N,2034,2008,South,8083.2,Year,Y,Certified
69b53d27c888b99764356397,Asia,Bachelor's,Y,N,2370,2010,South,137151.36,Year,Y,Denied
69b53d26c888b99764355d6a,Asia,High School,Y,N,1911,1908,Northeast,8667.1,Year,Y,Denied
69b53d26c888b9976435380f,Asia,High School,N,N,200,1977,Northeast,318.4801,Hour,Y,Denied
69b547f107de1f89d642c7dd,North America,Bachelor's,Y,N,682,1985,Northeast,120960.25,Year,N,Denied
69b53d26c888b997643547a8,Asia,Master's,Y,N,1558,1979,Northeast,29884.02,Year,Y,Certified
69b53d26c888b99764355c47,Asia,Bachelor's,Y,N,2937,1993,West,17721.15,Year,Y,Certified
69b53d26c888b99764352966,Africa,Master's,Y,N,5283,1976,South,83594.0,Year,Y,Certified
69b547f107de1f89d642e390,South America,Bachelor's,Y,N,650,1948,South,33000.75,Year,Y,Certified
69b53d27c888b9976435709c,Asia,High School,N,N,1763,2003,South,48494.37,Year,Y,Denied
69b53d26c888b997643540ef,Asia,Bachelor's,Y,N,5225,1945,Midwest,63628.06,Year,Y,Certified
69b547f107de1f89d642aad5,North America,Bachelor's,N,N,2753,1999,Northeast,40174.7,Year,Y,Denied
69b53d26c888b99764352232,North America,Bachelor's,Y,N,1305,1994,West,203915.7,Year,Y,Certified
69b547f107de1f89d642d5cd,Asia,Master's,Y,N,3735,1865,West,82588.99,Year,Y,Certified
69b547f107de1f89d642b8d7,Asia,Doctorate,Y,N,5073,1997,Northeast,125624.14,Year,Y,Certified
69b53d26c888b99764352ce6,Asia,High School,Y,N,1143,1988,Northeast,724.9628,Hour,Y,Denied
69b53d27c888b99764356f03,Africa,Master's,N,N,5384,1987,West,42388.5,Year,Y,Denied
69b53d26c888b99764354782,Asia,Bachelor's,Y,N,1293,2005,Island,105451.04,Year,Y,Denied
69b547f107de1f89d642e845,Asia,Bachelor's,Y,N,3072,1900,Northeast,47197.07,Year,Y,Certified
69b547f107de1f89d642ee68,Europe,Doctorate,Y,N,3186,1944,Northeast,31983.29,Year,Y,Certified
69b547f107de1f89d642a7e1,Asia,Bachelor's,Y,N,2795,2008,West,68950.79,Year,Y,Certified
69b53d26c888b99764355f49,Asia,Doctorate,N,N,4615,2008,Midwest,154189.31,Year,Y,Denied
69b547f107de1f89d642c502,Asia,High School,Y,N,3374,2009,Northeast,64897.41,Year,Y,Denied
69b53d26c888b997643556a8,Asia,Bachelor's,Y,N,4401,2000,West,7805.95,Year,Y,Certified
69b53d26c888b997643538fe,Asia,Bachelor's,N,N,2989,2005,Northeast,46404.27,Year,Y,Certified
69b547f107de1f89d6430245,Asia,Bachelor's,N,N,642,1994,West,142223.08,Year,Y,Certified
69b53d26c888b99764353418,Asia,Bachelor's,Y,N,985,1970,Northeast,55503.15,Year,Y,Certified
69b547f107de1f89d642a6d6,Asia,Master's,N,N,1781,1971,South,630.2337,Hour,Y,Certified
69b547f107de1f89d642a80a,Asia,Bachelor's,Y,N,709,2006,Northeast,114128.01,Year,Y,Certified
69b53d27c888b99764356e0f,Asia,Master's,N,N,21021,1977,Northeast,164.0089,Hour,Y,Denied
69b547f107de1f89d642cfb6,Asia,Master's,Y,N,1161,2010,Northeast,358.263,Hour,Y,Certified
69b53d26c888b99764353488,Asia,Bachelor's,Y,N,1986,1968,Northeast,100910.3,Year,Y,Certified
69b547f107de1f89d642dc01,Asia,High School,N,N,112013,1921,Northeast,36689.07,Year,Y,Denied
69b53d27c888b99764356564,Europe,Doctorate,N,N,3316,1947,South,37283.08,Year,Y,Denied
69b53d26c888b99764351b43,Asia,Bachelor's,N,N,2138,1969,South,139057.45,Year,Y,Certified
69b547f107de1f89d642fcaa,South America,Bachelor's,N,N,4167,2011,Northeast,65844.71,Year,Y,Certified
69b53d26c888b99764355ff3,Asia,Master's,Y,N,786,2012,South,49160.78,Year,Y,Certified
69b547f107de1f89d642b885,Asia,Master's,Y,N,5223,1972,West,35082.86,Year,N,Certified
69b53d27c888b997643577c7,Europe,Bachelor's,N,N,2461,1964,Northeast,371.8615,Hour,Y,Certified
69b53d27c888b99764357950,Asia,Master's,Y,N,189,1999,South,107049.53,Year,N,Certified
69b53d27c888b99764356f0b,Africa,Master's,N,N,885,2009,Northeast,50041.81,Year,Y,Certified
69b53d26c888b99764352a93,Europe,Bachelor's,Y,N,4161,2005,West,32160.62,Year,Y,Denied
69b53d26c888b99764351cc6,Europe,Doctorate,N,N,1036,1986,Northeast,37593.03,Year,Y,Certified
69b547f107de1f89d642d59e,Africa,Master's,Y,N,6215,1999,Northeast,80093.58,Year,Y,Certified
69b53d26c888b997643533b0,Asia,High School,Y,N,966,2010,South,15327.16,Year,Y,Denied
69b53d27c888b99764356dae,Asia,Bachelor's,N,N,1676,2004,Northeast,101314.5,Year,Y,Certified
69b53d26c888b99764351dba,South America,Doctorate,Y,N,4368,1994,Northeast,70884.34,Year,Y,Certified
69b547f107de1f89d642bf1b,Europe,Master's,N,N,564,1994,West,85910.33,Year,Y,Denied
69b547f107de1f89d642ff99,South America,Doctorate,Y,N,918,2001,West,16952.2,Year,Y,Certified
69b53d26c888b99764351eed,Asia,Bachelor's,N,N,2431,1954,West,68141.75,Year,Y,Denied
69b53d27c888b997643572a6,Europe,Bachelor's,N,N,346,2002,West,115983.23,Year,Y,Certified
69b547f107de1f89d642fc7f,Africa,Bachelor's,Y,N,3456,1995,Northeast,85080.03,Year,Y,Denied
69b53d26c888b997643538e3,Asia,Master's,Y,N,703,1916,Midwest,2582.82,Year,Y,Certified
69b547f107de1f89d642ed2e,Europe,Bachelor's,N,Y,1642,1997,Northeast,94500.22,Year,Y,Certified
69b53d26c888b997643561a3,Asia,Master's,Y,N,1277,1984,West,37099.34,Year,Y,Denied
69b53d26c888b99764354e4c,Asia,Master's,Y,N,1809,1953,West,54549.18,Year,Y,Certified
69b53d26c888b99764353cf4,Asia,High School,Y,N,1893,1995,Midwest,120298.28,Year,Y,Denied
69b547f107de1f89d642fe24,Asia,High School,Y,N,3471,1998,West,20374.97,Year,Y,Certified
69b53d27c888b99764357308,Asia,High School,Y,N,3122,2000,South,182.37,Hour,Y,Denied
69b547f107de1f89d642d11e,North America,Master's,Y,N,66,2011,Midwest,253698.68,Year,Y,Certified
69b53d26c888b9976435367f,Asia,Master's,N,N,363,1961,Northeast,97950.07,Year,Y,Certified
69b547f107de1f89d642f9b1,Asia,Master's,Y,N,30722,1995,Northeast,48162.64,Year,N,Certified
69b53d26c888b99764352b21,North America,Doctorate,Y,N,4353,1998,South,7974.79,Year,Y,Certified
69b547f107de1f89d642bd17,Asia,Bachelor's,Y,N,3248,1818,South,212219.53,Year,Y,Certified
69b547f107de1f89d642cbf5,Europe,Master's,Y,N,2211,1997,Midwest,99662.91,Year,N,Certified
69b547f107de1f89d642d181,Asia,Master's,Y,Y,1436,1908,South,194839.19,Year,Y,Certified
69b547f107de1f89d642e242,Asia,Bachelor's,Y,N,1706,1980,Northeast,82848.46,Year,Y,Certified
69b53d27c888b997643565b6,Asia,Bachelor's,Y,N,5402,2007,Northeast,80102.8,Year,Y,Certified
69b53d26c888b99764354b42,Asia,Bachelor's,N,N,4353,1934,West,26400.72,Year,Y,Certified
69b53d26c888b997643531c5,Asia,High School,Y,N,795,1998,West,45368.85,Year,Y,Denied
69b547f107de1f89d642a6bf,Asia,Bachelor's,N,Y,704,2013,South,84801.63,Year,Y,Certified
69b547f107de1f89d642bb2c,Asia,Bachelor's,Y,N,358,1967,Midwest,172824.98,Year,Y,Certified
69b53d26c888b99764351680,Asia,Bachelor's,N,Y,1634,1999,South,51282.75,Year,Y,Certified
69b547f107de1f89d642a991,Asia,Bachelor's,N,N,456,1931,Northeast,88523.93,Year,Y,Denied
69b53d26c888b99764353f8b,Europe,Bachelor's,Y,N,3368,1952,South,89178.76,Year,Y,Denied
69b53d27c888b99764356d7a,Asia,Bachelor's,Y,N,216,2002,Northeast,47986.5,Year,Y,Certified
69b53d26c888b99764351ce5,Asia,High School,Y,N,1305,2001,Midwest,44049.49,Year,Y,Certified
69b547f107de1f89d642fb47,Europe,Bachelor's,N,N,1622,2009,South,99373.06,Year,Y,Certified
69b547f107de1f89d64305ae,Europe,Doctorate,Y,N,2160,1976,West,109286.09,Year,Y,Denied
69b547f107de1f89d642e530,Asia,Master's,Y,N,545,1998,West,7058.02,Year,Y,Denied
69b53d26c888b997643523bb,Asia,High School,N,N,4222,1851,Midwest,123775.68,Year,Y,Denied
69b547f107de1f89d642d1d0,Asia,Master's,Y,N,2439,1998,Midwest,46795.18,Year,Y,Certified
69b547f107de1f89d642d026,Europe,Doctorate,Y,N,751,1977,Midwest,26434.64,Year,Y,Certified
69b53d27c888b99764356329,Asia,Master's,Y,N,3897,2009,West,42364.01,Year,Y,Certified
69b53d26c888b997643548a5,Asia,High School,Y,N,1953,1964,West,10566.76,Year,Y,Denied
69b547f107de1f89d642ed66,Asia,Doctorate,N,Y,5863,2005,South,69813.85,Year,Y,Certified
69b53d27c888b99764356cf6,Asia,Master's,Y,N,2426,2010,Northeast,102416.67,Year,Y,Denied
69b53d26c888b99764352195,Asia,Bachelor's,N,N,906,2004,Midwest,98038.6,Year,Y,Denied
69b53d26c888b99764354ed6,Africa,Master's,Y,N,492,1871,Northeast,132539.07,Year,Y,Certified
69b53d26c888b997643557d6,Asia,High School,N,N,1164,2002,South,138634.53,Year,Y,Certified
69b53d26c888b99764352bb7,Africa,Bachelor's,Y,N,1368,1963,Northeast,288.124,Hour,Y,Denied
69b53d26c888b997643524e5,Asia,Bachelor's,N,N,5018,1995,Midwest,124956.98,Year,Y,Denied
69b547f107de1f89d642be3d,Asia,Bachelor's,Y,N,2341,2011,West,112536.25,Year,N,Certified
69b53d27c888b9976435670d,Asia,Bachelor's,N,N,166,2010,South,76693.77,Year,Y,Denied
69b547f107de1f89d642e53c,Asia,Bachelor's,N,N,4134,1997,South,59541.02,Year,N,Certified
69b547f107de1f89d642dc6b,Asia,Master's,Y,N,4451,2004,Northeast,64844.44,Year,Y,Certified
69b547f107de1f89d642fd6c,Europe,Doctorate,Y,N,1194,1913,West,44192.7,Year,Y,Certified
69b53d27c888b99764356fd8,Asia,Bachelor's,Y,N,256,2001,South,47078.91,Year,Y,Denied
69b547f107de1f89d642cccd,Asia,Bachelor's,Y,N,5356,1912,Northeast,22997.27,Year,Y,Certified
69b53d26c888b997643528af,Asia,Doctorate,N,N,2902,2005,Midwest,72098.82,Year,Y,Certified
69b547f107de1f89d642e5c6,Europe,Bachelor's,Y,N,485,2005,South,128847.07,Year,N,Certified
69b547f107de1f89d642c7be,Asia,Master's,N,N,834,2006,South,130429.18,Year,N,Certified
69b53d26c888b997643527aa,South America,Bachelor's,N,Y,975,1986,West,82467.19,Year,Y,Denied
69b53d27c888b997643569ef,Asia,Bachelor's,N,N,1207,1905,Northeast,116374.76,Year,Y,Certified
69b53d26c888b99764355515,Europe,Doctorate,N,N,2243,1998,Midwest,79522.02,Year,Y,Certified
69b547f107de1f89d642e10c,Asia,Master's,N,N,2324,2006,Midwest,115365.49,Year,Y,Certified
69b547f107de1f89d642ae30,Asia,Doctorate,N,N,3520,1889,Midwest,51596.56,Year,Y,Denied
69b547f107de1f89d642c76d,Asia,Master's,Y,N,2805,1951,Northeast,84247.91,Year,Y,Certified
69b53d26c888b997643528a1,Asia,Master's,N,N,1022,1998,South,86339.54,Year,Y,Certified
69b53d27c888b99764356612,Asia,High School,Y,N,2308,1972,West,76482.73,Year,Y,Certified
69b53d26c888b99764354483,Asia,Master's,Y,N,3043,1891,Midwest,94698.22,Year,Y,Certified
69b547f107de1f89d642da70,Asia,Master's,N,N,467,2007,West,63623.46,Year,Y,Denied
69b547f107de1f89d642bd40,Asia,Bachelor's,Y,N,1885,1986,Northeast,89993.85,Year,Y,Certified
69b547f107de1f89d64302da,South America,Bachelor's,Y,N,236,1969,West,164708.75,Year,Y,Denied
69b53d26c888b997643533d9,Asia,Bachelor's,N,N,1398,1979,Northeast,142025.32,Year,Y,Denied
69b53d27c888b99764357108,Asia,High School,Y,N,2219,1998,West,101566.17,Year,Y,Denied
69b53d26c888b99764353647,Asia,Bachelor's,Y,N,1875,1981,West,153315.16,Year,Y,Denied
69b53d27c888b99764357107,Asia,Bachelor's,Y,N,2767,1993,Northeast,37589.06,Year,Y,Certified
69b53d26c888b99764351c25,Asia,Bachelor's,N,N,1100,1918,South,167582.25,Week,Y,Certified
69b53d26c888b99764351a88,Asia,Master's,Y,N,3284,2008,Northeast,28952.76,Year,Y,Certified
69b547f107de1f89d642ad75,North America,Master's,Y,N,4703,2001,Northeast,11709.44,Year,Y,Certified
69b53d27c888b99764356a45,Asia,Master's,N,N,3728,2000,Northeast,997.9191,Hour,Y,Denied
69b547f107de1f89d642e9c9,Asia,Master's,Y,N,538,1997,West,125284.22,Year,Y,Certified
69b53d27c888b99764356910,South America,Doctorate,Y,N,1255,2011,South,64649.21,Year,Y,Certified
69b53d26c888b997643545b1,Europe,Bachelor's,Y,N,1185,1994,West,75160.84,Year,Y,Certified
69b547f107de1f89d642fd41,Asia,High School,Y,N,2142,1902,South,230.0556,Hour,Y,Certified
69b547f107de1f89d642b6df,Asia,Master's,N,N,2835,1990,Midwest,148074.56,Year,N,Certified
69b547f107de1f89d642f17f,Asia,Master's,Y,N,4777,2011,West,59706.33,Year,Y,Certified
69b53d27c888b99764356eb2,Asia,Master's,Y,N,2003,2002,West,62710.32,Year,Y,Certified
69b53d27c888b99764356e00,Europe,Bachelor's,Y,N,5762,1998,West,2609.42,Year,Y,Certified
69b53d26c888b99764356228,Asia,Bachelor's,N,N,824,1854,West,102.19,Hour,Y,Denied
69b547f107de1f89d642bdd6,North America,High School,N,N,3283,1999,South,179.6437,Hour,Y,Certified
69b53d26c888b99764356176,Asia,Master's,Y,N,1902,2000,Midwest,101481.36,Year,Y,Certified
69b547f107de1f89d642b6f2,Europe,Bachelor's,Y,N,2355,1851,West,6744.42,Year,Y,Certified
69b53d26c888b99764351eff,Europe,Master's,Y,Y,255,2001,West,127772.02,Year,Y,Certified
69b547f107de1f89d642cfac,Asia,Master's,N,N,2835,2003,South,109765.53,Year,N,Certified
69b53d26c888b9976435214c,Asia,Bachelor's,N,Y,1318,1995,South,131629.78,Year,Y,Denied
69b547f107de1f89d642cfee,Asia,Doctorate,N,N,3433,1982,Northeast,105802.25,Year,Y,Certified
69b53d26c888b997643548ed,Europe,Bachelor's,N,N,123,2010,Midwest,78447.7,Year,Y,Certified
69b547f107de1f89d642f370,North America,High School,Y,N,1522,1994,South,1648.07,Year,Y,Certified
69b53d26c888b99764351fa2,Europe,Doctorate,Y,N,198,1947,Northeast,88531.72,Year,Y,Certified
69b547f107de1f89d642bb22,Asia,Master's,N,N,74815,1926,Island,165693.26,Year,N,Certified
69b547f107de1f89d6430386,Asia,Master's,N,N,33013,2003,South,107511.67,Year,Y,Certified
69b547f107de1f89d64303b5,South America,Master's,Y,N,966,1997,West,19988.02,Year,Y,Certified
69b53d26c888b99764356018,Asia,Master's,Y,N,1997,1993,Midwest,172510.9,Year,Y,Certified
69b53d26c888b99764355a3c,Europe,Bachelor's,Y,N,1489,1997,West,164455.26,Year,Y,Certified
69b53d27c888b99764357837,Asia,Master's,N,N,205,1946,South,196608.35,Year,Y,Certified
69b53d26c888b99764353e9e,Asia,Bachelor's,Y,N,3586,2006,South,61067.34,Year,Y,Certified
69b547f107de1f89d642ad22,Asia,Master's,N,N,1503,2009,Midwest,33877.34,Year,Y,Certified
69b547f107de1f89d642a776,Asia,Doctorate,Y,Y,1961,1998,West,91772.54,Year,Y,Certified
69b547f107de1f89d642a940,South America,High School,Y,N,1031,2007,Northeast,72230.21,Year,Y,Certified
69b547f107de1f89d6430674,North America,Bachelor's,N,N,1505,2003,Midwest,124266.45,Year,N,Certified
69b53d26c888b997643549e5,Europe,Bachelor's,N,N,2612,1969,South,84618.69,Year,Y,Certified
69b53d26c888b99764355ee0,Asia,High School,Y,N,3551,2003,Midwest,66951.02,Year,Y,Certified
69b547f107de1f89d642debf,Asia,Bachelor's,Y,N,3334,1993,South,26560.26,Month,Y,Certified
69b53d27c888b99764356954,North America,Master's,N,N,3567,1896,Northeast,118.3811,Hour,Y,Denied
69b547f107de1f89d642b0b4,Asia,Bachelor's,N,N,3124,1981,South,104481.04,Year,Y,Denied
69b547f107de1f89d642f396,Asia,Master's,Y,N,22649,2015,Midwest,98360.28,Year,N,Certified
69b53d26c888b99764351fda,North America,Bachelor's,Y,N,1807,2009,Northeast,798.4,Year,Y,Certified
69b53d26c888b99764354300,North America,Bachelor's,Y,N,3349,2008,West,154827.25,Year,Y,Certified
69b547f107de1f89d642a765,North America,Master's,Y,N,1177,1998,Northeast,40030.56,Year,Y,Certified
69b547f107de1f89d642f486,Asia,Master's,Y,N,31730,1885,South,85004.84,Year,Y,Certified
69b547f107de1f89d642d6d8,Asia,Bachelor's,Y,N,3242,2013,West,85050.38,Year,Y,Certified
69b53d27c888b99764357743,North America,High School,N,N,20525,2004,South,100271.46,Year,Y,Certified
69b53d26c888b99764351ecb,North America,High School,Y,N,1023,1977,West,1437.99,Year,Y,Certified
69b547f107de1f89d642bfbe,Asia,High School,Y,N,795,1998,West,45368.85,Year,Y,Denied
69b53d26c888b99764355187,Asia,Bachelor's,N,N,376,1974,Northeast,22849.73,Year,Y,Denied
69b547f107de1f89d642e49b,Asia,Bachelor's,Y,N,321,1986,Northeast,94517.26,Year,Y,Certified
69b547f107de1f89d642b9e2,Asia,Bachelor's,N,N,727,2000,West,50149.33,Year,Y,Denied
69b53d26c888b99764351c6c,Asia,Bachelor's,N,N,1251,2004,Northeast,112795.28,Year,Y,Denied
69b547f107de1f89d642ae43,South America,Master's,N,N,2486,2000,West,57978.26,Year,Y,Denied
69b547f107de1f89d642d5aa,North America,Master's,Y,N,2118,2001,Midwest,58669.3,Year,N,Certified
69b547f107de1f89d642d215,North America,Master's,Y,N,2125,2016,South,65493.35,Year,N,Denied
69b53d26c888b99764355f7c,Asia,Master's,N,N,2367,1973,Northeast,142633.6,Year,N,Certified
69b53d26c888b99764352da2,Africa,Master's,N,N,633,1932,West,40278.62,Year,Y,Certified
69b547f107de1f89d642f34c,Asia,Master's,Y,N,4435,2006,West,53192.22,Year,Y,Denied
69b53d26c888b997643547a2,Asia,High School,N,N,2938,1963,Northeast,123.7616,Hour,Y,Denied
69b547f107de1f89d642b54e,Europe,Doctorate,N,Y,24536,1996,South,52250.72,Year,Y,Certified
69b53d26c888b99764355ee4,Asia,Master's,Y,N,4583,2002,South,57703.17,Year,Y,Certified
69b547f107de1f89d642e5aa,Africa,Master's,N,N,4850,1998,Midwest,95281.14,Year,Y,Certified
69b53d27c888b99764356737,North America,High School,Y,N,3946,2001,Island,59086.31,Year,Y,Denied
69b53d26c888b9976435511d,Asia,Bachelor's,Y,N,93525,2000,South,52726.73,Year,Y,Certified
69b53d26c888b9976435335e,Asia,Bachelor's,Y,N,3543,1994,West,99324.12,Year,Y,Certified
69b547f107de1f89d642f722,Asia,High School,Y,N,3695,1820,South,55986.04,Year,Y,Certified
69b547f107de1f89d642d3b6,Asia,High School,Y,N,4884,1993,West,66452.86,Year,Y,Denied
69b547f107de1f89d642ac1b,Asia,Bachelor's,Y,N,2685,2013,South,44350.35,Year,Y,Certified
69b53d26c888b99764351848,Asia,Bachelor's,Y,N,3712,2011,Midwest,35194.51,Year,Y,Certified
69b53d26c888b997643541ab,Europe,Doctorate,Y,N,927,1894,West,41512.53,Year,Y,Certified
69b53d26c888b99764353c4e,Asia,Master's,Y,N,678,1975,West,125201.1,Year,Y,Certified
69b53d26c888b99764352ec7,Asia,Master's,N,N,163,1998,West,70097.53,Year,Y,Certified
69b53d26c888b997643538a4,Asia,Bachelor's,Y,N,1474,1894,Northeast,91520.32,Year,Y,Denied
69b53d26c888b997643522c6,Asia,Master's,Y,N,1318,2015,Northeast,570.926,Hour,Y,Certified
69b53d26c888b99764351fde,Asia,Doctorate,Y,N,120,1868,Northeast,22518.47,Year,Y,Certified
69b547f107de1f89d642ea74,Asia,Doctorate,N,N,32,2012,South,163771.16,Year,Y,Denied
69b547f107de1f89d642aa85,North America,Bachelor's,Y,N,2553,1890,South,244457.48,Year,Y,Certified
69b547f107de1f89d642d909,Asia,Bachelor's,N,N,1934,1999,West,102.11,Hour,Y,Denied
69b547f107de1f89d642df20,Asia,Bachelor's,Y,N,1409,2000,West,47177.01,Year,Y,Denied
69b547f107de1f89d64300c3,Asia,Master's,N,N,1177,1941,South,102829.4,Year,Y,Denied
69b53d26c888b99764355f61,Asia,Doctorate,Y,N,54,2001,South,70198.57,Year,Y,Certified
69b547f107de1f89d642c367,Asia,High School,Y,N,469,1986,West,72210.94,Year,Y,Denied
69b53d26c888b99764351713,North America,Bachelor's,N,N,2586,1997,West,2007.26,Year,Y,Denied
69b53d26c888b99764355b7d,Asia,Master's,N,N,2750,2012,West,78994.7,Year,Y,Denied
69b547f107de1f89d642f81d,South America,Master's,N,N,40,1996,Northeast,75617.7,Year,Y,Denied
69b547f107de1f89d642d199,Asia,Bachelor's,Y,N,731,1997,Northeast,141852.44,Year,Y,Certified
69b547f107de1f89d642e62b,North America,Master's,Y,N,2396,2001,Northeast,66699.96,Year,Y,Certified
69b53d26c888b99764354de9,Asia,Bachelor's,Y,N,2445,1969,Midwest,51473.44,Year,Y,Certified
69b547f107de1f89d642c661,Asia,Bachelor's,Y,N,5228,1992,West,131316.01,Year,Y,Certified
69b53d26c888b9976435613a,Asia,Bachelor's,Y,N,4098,1955,Northeast,141521.04,Year,Y,Certified
69b547f107de1f89d6430648,Europe,Bachelor's,Y,Y,3330,1978,West,30039.08,Year,Y,Certified
69b53d26c888b99764354558,Asia,Master's,Y,Y,308,2008,South,4602.21,Year,Y,Certified
69b547f107de1f89d642d3dd,Asia,Bachelor's,Y,N,809,2003,South,57211.65,Year,Y,Certified
69b53d26c888b9976435305e,South America,High School,N,Y,1194,1838,Midwest,850.9943,Hour,Y,Certified
69b53d26c888b99764352d45,Europe,Bachelor's,Y,N,5262,2003,West,105804.4,Year,N,Certified
69b547f107de1f89d642beee,Asia,Bachelor's,Y,N,1631,2003,Northeast,46998.68,Year,Y,Certified
69b547f107de1f89d642f840,North America,Bachelor's,Y,N,86883,2007,South,114664.64,Year,N,Denied
69b547f107de1f89d642d7f4,Europe,Master's,Y,N,3568,2010,South,49642.64,Year,Y,Certified
69b547f107de1f89d642d2f9,Europe,Master's,N,N,2230,1981,West,78179.27,Year,Y,Certified
69b547f107de1f89d642ebd8,Asia,High School,Y,N,113,2014,West,33358.93,Week,Y,Denied
69b53d26c888b99764352bc3,Asia,Doctorate,Y,N,1437,2006,South,121088.8,Year,N,Certified
69b53d26c888b997643546ee,Asia,High School,N,N,1795,1833,Northeast,142313.17,Year,Y,Denied
69b547f107de1f89d642bc1f,Asia,High School,Y,N,2336,2001,South,56044.96,Year,Y,Denied
69b53d27c888b99764356ca3,North America,High School,Y,N,3382,1993,Northeast,13632.09,Year,Y,Certified
69b547f107de1f89d642e356,Africa,High School,Y,N,2346,2003,Midwest,44785.81,Year,Y,Certified
69b53d26c888b99764355ec3,Asia,High School,Y,N,692,2002,Midwest,99569.89,Year,Y,Certified
69b547f107de1f89d642c91f,Asia,Master's,Y,N,1212,1909,West,69370.58,Year,Y,Certified
69b53d26c888b99764351fc3,Asia,Master's,N,N,2185,1997,Northeast,74163.03,Year,Y,Denied
69b547f107de1f89d642cd46,South America,Bachelor's,Y,N,646,2002,Northeast,101800.89,Year,Y,Certified
69b53d26c888b99764355e1e,Europe,Doctorate,Y,N,1458,2010,Midwest,111148.29,Year,Y,Certified
69b547f107de1f89d642eb94,Asia,Bachelor's,N,Y,14083,1914,West,70048.73,Year,Y,Denied
69b53d26c888b9976435545f,Asia,Bachelor's,N,N,70082,1994,Island,100004.98,Year,Y,Certified
69b53d27c888b997643563f7,North America,Master's,Y,N,4221,2007,West,154465.04,Year,N,Certified
69b53d26c888b99764351658,Asia,Master's,Y,N,306,2003,Northeast,95200.86,Year,N,Certified
69b53d26c888b99764351c86,Asia,Bachelor's,Y,N,3265,1972,Northeast,80032.34,Year,Y,Certified
69b547f107de1f89d642aede,Asia,High School,Y,N,77,1998,West,71051.74,Year,Y,Denied
69b53d26c888b9976435276e,Asia,Master's,Y,N,5991,1976,South,104330.04,Year,Y,Certified
69b547f107de1f89d6430678,Asia,Master's,N,N,878,1972,Northeast,76720.27,Year,Y,Certified
69b53d26c888b99764353366,Europe,Bachelor's,Y,N,1806,2007,Northeast,81057.94,Year,Y,Certified
69b53d26c888b9976435517b,Asia,Master's,N,Y,2017,2013,West,268.8063,Hour,Y,Certified
69b547f107de1f89d642e640,North America,Bachelor's,Y,N,3246,1996,Northeast,132008.41,Year,Y,Denied
69b547f107de1f89d642db27,Asia,Master's,Y,N,1533,2010,Northeast,97641.59,Year,Y,Certified
69b547f107de1f89d64304d2,Asia,Bachelor's,Y,N,76775,1992,Northeast,95169.1,Year,Y,Certified
69b53d26c888b99764353dfd,Asia,Master's,N,N,1002,1973,Midwest,105072.11,Year,N,Certified
69b53d26c888b99764352e64,North America,Master's,N,N,2655,1986,Northeast,76214.62,Year,Y,Certified
69b547f107de1f89d642c10e,Asia,Bachelor's,Y,N,2723,1999,Northeast,69222.45,Year,Y,Certified
69b53d26c888b99764352347,Asia,Bachelor's,Y,N,2365,1977,West,3057.67,Year,Y,Certified
69b53d26c888b99764355997,Asia,Bachelor's,N,N,1248,1975,West,16150.9,Year,Y,Denied
69b547f107de1f89d642d5fc,Asia,Bachelor's,N,N,1408,2003,West,98302.44,Year,Y,Certified
69b53d26c888b99764355c06,Asia,Bachelor's,Y,N,854,2009,South,71005.24,Year,N,Certified
